	index	Rating	Founded	Competitors	Salary_NotHour	Employer_est.	AVG_Size	Python	R	AWS	Excel	SQL	AVG_Salary	Same_State	Descr._Length	analyst	data engineer	data scientist	director	manager	mle	na	na	research	junior	na	na	senior	Type_of_ownership	Industry	Sector	Revenue
260	339	3.4	1948	0	1	0	3000.5	1	0	1	0	1	147000.0	0.0	4835.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Insurance Carriers	Insurance	$1 to $2 billion 
261	341	3.5	1997	1	1	0	10000.0	1	0	0	1	1	90000.0	0.0	1231.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	IT Services	Information Technology	Unknown / Non-Appli
262	342	4.3	1902	0	1	0	750.5	0	0	1	0	1	58000.0	1.0	6600.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Banks & Credit Unions	Finance	$5 to $10 billion 
263	344	4.1	1961	0	1	0	750.5	0	0	0	1	1	61000.0	1.0	2886.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Energy	Oil, Gas, Energy & Utilities	$1 to $2 billion 
264	346	2.6	1984	0	1	0	750.5	1	0	0	0	0	120000.0	1.0	2808.0	0	0	0	0	0	1	0	1	0	0	0	1	0	College / University	Colleges & Universities	Education	Unknown / Non-Appli
265	347	3.6	1744	0	1	0	3000.5	1	0	0	0	0	128000.0	1.0	2041.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Auctions & Galleries	Retail	$500 million to $1 billion 
266	348	3.5	1952	0	1	0	3000.5	1	0	1	1	1	99500.0	0.0	4420.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Banks & Credit Unions	Finance	$100 to $500 million 
267	349	3.6	1997	0	1	0	3000.5	1	0	0	0	1	96000.0	1.0	3342.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Real Estate	Real Estate	$500 million to $1 billion 
268	350	2.3	2003	0	1	0	350.5	1	0	0	1	1	101000.0	1.0	1727.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$100 to $500 million 
269	351	3.9	2009	0	1	0	125.5	1	0	0	0	0	148000.0	1.0	2364.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Financial Analytics & Research	Finance	$50 to $100 million 
270	352	4.0	2012	1	1	0	750.5	1	0	1	0	1	142000.0	1.0	4637.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Enterprise Software & Network Solutions	Information Technology	$100 to $500 million 
271	353	4.1	2007	0	1	0	25.5	0	0	1	1	1	169000.0	1.0	4743.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	K-12 Education	Education	Unknown / Non-Appli
272	354	3.2	2008	1	1	0	3000.5	1	0	0	1	1	124500.0	0.0	1925.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Lending	Finance	$500 million to $1 billion 
273	355	4.7	1996	1	1	0	125.5	1	0	0	1	0	59000.0	0.0	3088.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Aerospace & Defense	Aerospace & Defense	$25 to $50 million 
274	356	4.2	1987	0	1	0	125.5	1	0	0	0	1	52500.0	0.0	3849.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Consulting	Business Services	$10 to $25 million 
275	357	4.6	1982	0	1	0	750.5	0	0	0	0	1	75500.0	0.0	2047.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$50 to $100 million 
276	358	3.7	1863	1	1	0	10000.0	1	0	0	1	1	139000.0	0.0	4929.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Insurance Agencies & Brokerages	Insurance	$10+ billion 
277	362	3.7	1781	1	1	0	10000.0	1	0	1	1	1	102500.0	0.0	4475.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
278	364	4.4	1929	1	1	0	350.5	0	0	0	0	0	60500.0	0.0	1934.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Architectural & Engineering Services	Business Services	$25 to $50 million 
279	366	3.7	1852	0	1	0	7500.5	1	0	0	1	1	146500.0	1.0	5123.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Insurance Carriers	Insurance	$5 to $10 billion 
280	367	3.9	1976	0	1	0	10000.0	0	0	0	1	0	125000.0	1.0	3965.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Subsidiary or Business Segment	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
281	368	3.6	1851	0	1	0	7500.5	1	0	0	0	1	81000.0	1.0	4898.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Insurance Carriers	Insurance	$10+ billion 
282	369	3.0	2015	0	1	0	750.5	1	0	1	0	1	133000.0	1.0	3280.0	0	0	0	0	0	1	0	0	0	0	0	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
283	370	3.4	1996	1	1	0	10000.0	0	0	0	1	1	77000.0	0.0	3256.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	IT Services	Information Technology	$10+ billion 
284	371	4.1	1968	0	1	0	7500.5	0	0	0	0	1	92000.0	1.0	3243.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Research & Development	Business Services	$1 to $2 billion 
285	372	3.8	1996	0	1	0	10000.0	0	0	0	0	0	121000.0	0.0	1937.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
286	375	4.0	1982	0	1	0	7500.5	1	0	0	1	1	162500.0	1.0	2447.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Computer Hardware & Software	Information Technology	$2 to $5 billion 
287	376	3.9	1947	1	1	0	3000.5	0	0	0	0	0	60000.0	1.0	2026.0	0	0	0	0	0	0	0	1	1	0	0	1	0	Nonprofit Organization	Research & Development	Business Services	$500 million to $1 billion 
288	379	4.4	2015	0	1	0	25.5	1	0	0	0	0	90500.0	0.0	1868.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
289	380	3.8	1996	0	1	0	10000.0	1	0	0	0	0	114500.0	0.0	5045.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
290	381	3.8	1996	0	1	0	7500.5	1	0	0	1	1	121000.0	1.0	2327.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Telecommunications Services	Telecommunications	$2 to $5 billion 
291	382	2.2	1993	1	1	0	750.5	0	0	0	0	0	110000.0	0.0	6612.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Subsidiary or Business Segment	Advertising & Marketing	Business Services	$50 to $100 million 
292	384	4.1	1968	0	1	0	7500.5	0	0	0	0	0	70500.0	1.0	4755.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Research & Development	Business Services	$1 to $2 billion 
293	387	3.8	1965	1	1	0	3000.5	1	0	0	0	0	76500.0	1.0	6411.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Government	Energy	Oil, Gas, Energy & Utilities	$500 million to $1 billion 
294	388	3.6	1851	0	1	0	7500.5	1	0	0	1	0	92000.0	1.0	2929.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
295	390	4.7	2013	0	1	0	125.5	1	0	1	0	0	140500.0	1.0	4819.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$1 to $5 million 
296	391	3.5	1969	1	1	0	3000.5	1	0	0	0	1	82000.0	0.0	4196.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Computer Hardware & Software	Information Technology	$1 to $2 billion 
297	392	3.3	2014	0	1	0	10000.0	0	0	0	0	0	84500.0	1.0	3670.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Hospital	Health Care Services & Hospitals	Health Care	$500 million to $1 billion 
298	394	4.4	2013	0	1	0	350.5	0	0	0	0	0	134500.0	1.0	4438.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$100 to $500 million 
299	396	3.3	2008	0	1	0	350.5	0	0	0	0	0	164500.0	1.0	1688.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Advertising & Marketing	Business Services	Unknown / Non-Appli
300	397	3.4	1991	0	1	0	350.5	0	0	0	0	0	44000.0	1.0	2290.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Telecommunications Manufacturing	Telecommunications	$50 to $100 million 
301	398	4.0	2002	0	1	0	125.5	0	0	0	1	0	93500.0	1.0	4637.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Computer Hardware & Software	Information Technology	$5 to $10 million 
302	399	4.4	2015	0	1	0	25.5	1	0	0	0	0	109000.0	0.0	2353.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
303	400	3.8	2010	1	1	0	750.5	0	0	1	0	0	149500.0	0.0	3297.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
304	401	3.5	2007	0	1	0	3000.5	0	0	1	1	1	65500.0	1.0	4582.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Research & Development	Business Services	Unknown / Non-Appli
305	403	3.5	2017	0	1	0	3000.5	1	0	0	1	0	124500.0	1.0	3870.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Insurance Carriers	Insurance	Unknown / Non-Appli
306	406	2.9	1998	1	1	0	125.5	1	0	0	0	1	114000.0	0.0	3333.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Advertising & Marketing	Business Services	Unknown / Non-Appli
307	407	3.9	1937	1	1	0	750.5	1	0	0	0	1	49000.0	1.0	3971.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Nonprofit Organization	Banks & Credit Unions	Finance	Unknown / Non-Appli
308	409	3.3	2014	0	1	0	10000.0	0	0	0	0	0	84500.0	1.0	3627.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Hospital	Health Care Services & Hospitals	Health Care	$500 million to $1 billion 
309	410	3.7	1989	1	1	0	750.5	0	0	0	1	1	71000.0	1.0	2632.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$100 to $500 million 
310	411	3.6	1851	0	1	0	7500.5	0	0	0	0	0	101000.0	1.0	4425.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
311	412	3.5	1969	1	1	0	3000.5	1	0	1	0	0	107000.0	1.0	5000.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	$1 to $2 billion 
312	413	4.7	1974	1	1	0	350.5	1	0	0	1	0	112500.0	1.0	2161.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
313	414	3.9	2007	1	1	0	350.5	1	0	0	0	1	181000.0	1.0	2015.0	0	0	0	0	0	1	0	1	0	0	0	1	0	Company - Private	Internet	Information Technology	$10 to $25 million 
314	415	3.7	1928	1	1	0	10000.0	1	0	0	0	1	61000.0	1.0	5768.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Computer Hardware & Software	Information Technology	$5 to $10 billion 
315	416	4.1	2010	1	1	1	125.5	1	0	1	0	1	205000.0	1.0	4037.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Internet	Information Technology	$50 to $100 million 
316	417	3.1	1875	0	1	0	7500.5	0	0	0	0	0	103500.0	0.0	5182.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
317	419	3.6	1851	0	1	0	7500.5	0	0	0	1	0	63000.0	1.0	5647.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
318	420	3.0	1981	1	1	0	10000.0	0	0	0	1	0	62500.0	0.0	3449.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	IT Services	Information Technology	$10+ billion 
319	421	3.5	2013	0	1	0	750.5	1	0	1	1	1	94500.0	1.0	5743.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
320	425	3.6	1986	0	1	0	3000.5	0	0	0	1	1	48500.0	1.0	4608.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Gambling	Arts, Entertainment & Recreation	$100 to $500 million 
321	426	3.5	2010	1	1	0	3000.5	1	0	0	1	0	154500.0	1.0	4517.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$1 to $2 billion 
322	427	4.0	1977	0	0	0	3000.5	0	0	1	0	0	44720.0	1.0	5160.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Hospital	Health Care Services & Hospitals	Health Care	$50 to $100 million 
323	428	3.7	1973	0	1	0	750.5	1	0	0	1	1	87000.0	0.0	2860.0	0	0	0	0	0	1	0	1	0	0	0	1	0	Company - Public	Stock Exchanges	Finance	$500 million to $1 billion 
324	430	3.2	2003	1	1	0	750.5	1	0	1	1	1	64500.0	1.0	2926.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Research & Development	Business Services	Unknown / Non-Appli
325	433	3.7	1781	1	1	0	10000.0	0	0	1	1	1	154500.0	0.0	6817.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
326	434	2.6	1984	0	1	0	750.5	0	0	0	0	0	124000.0	1.0	5379.0	0	0	0	0	0	1	0	0	0	0	0	0	1	College / University	Colleges & Universities	Education	Unknown / Non-Appli
327	435	4.4	2008	0	1	0	350.5	1	0	1	1	1	128500.0	1.0	3160.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Consulting	Business Services	$50 to $100 million 
328	437	3.7	1966	0	0	0	750.5	0	0	0	0	0	65520.0	1.0	1945.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Hospital	Health Care Services & Hospitals	Health Care	$100 to $500 million 
329	442	3.5	1996	0	1	0	750.5	0	0	0	0	1	64000.0	1.0	3846.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$500 million to $1 billion 
330	443	3.0	1958	1	1	0	10000.0	1	0	0	0	1	98000.0	1.0	2133.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Gas Stations	Retail	$10+ billion 
331	444	4.2	2010	0	1	0	125.5	0	0	0	0	0	142500.0	1.0	3833.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
332	446	3.9	1913	1	1	0	10000.0	1	0	0	0	0	137000.0	0.0	3169.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
333	447	4.0	1915	0	1	0	750.5	1	0	1	0	1	99000.0	1.0	4701.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Nonprofit Organization	Insurance Carriers	Insurance	$500 million to $1 billion 
334	448	3.3	1964	0	1	0	750.5	0	0	0	0	0	54000.0	1.0	2832.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Food & Beverage Manufacturing	Manufacturing	Unknown / Non-Appli
335	449	4.4	1984	0	1	0	3000.5	1	0	0	0	1	139500.0	1.0	2518.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Computer Hardware & Software	Information Technology	$1 to $2 billion 
336	450	3.4	1999	0	1	0	350.5	0	0	1	0	0	109000.0	0.0	3677.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$25 to $50 million 
337	452	3.3	1912	1	1	0	10000.0	1	0	0	0	0	254000.0	0.0	4471.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
338	454	2.9	2012	1	1	0	350.5	0	0	0	0	0	73000.0	1.0	3725.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Subsidiary or Business Segment	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
339	455	2.7	1961	0	1	0	350.5	0	0	0	1	0	81000.0	1.0	3776.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million 
340	456	3.6	1935	0	0	0	3000.5	0	0	0	0	0	57200.0	1.0	2801.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$100 to $500 million 
341	458	3.1	1875	0	1	0	7500.5	0	0	0	1	0	99500.0	1.0	7121.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
342	459	3.3	1989	0	1	0	750.5	0	0	0	0	0	45500.0	1.0	2867.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$500 million to $1 billion 
343	461	4.5	1996	0	1	0	125.5	1	0	1	0	1	122500.0	1.0	2311.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Consulting	Business Services	$25 to $50 million 
344	462	3.9	1968	0	1	0	7500.5	1	0	0	1	1	140000.0	1.0	5338.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Financial Analytics & Research	Finance	$1 to $2 billion 
345	463	3.2	1958	1	1	0	7500.5	0	0	0	0	0	77500.0	0.0	3243.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Nonprofit Organization	Federal Agencies	Government	$1 to $2 billion 
346	464	3.3	1976	0	0	1	25.5	0	0	0	1	0	55120.0	1.0	1848.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Construction	Construction, Repair & Maintenance	Unknown / Non-Appli
347	466	3.1	1875	0	1	0	7500.5	0	0	0	1	0	117500.0	1.0	7361.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
348	467	2.4	2006	0	1	0	750.5	0	0	0	0	0	70500.0	1.0	3374.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$50 to $100 million 
349	468	4.8	2011	0	1	0	125.5	0	0	0	1	1	61500.0	1.0	3693.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	$25 to $50 million 
350	469	2.9	2015	0	1	0	3000.5	0	0	0	1	0	70000.0	0.0	4707.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
351	470	2.9	2015	0	1	0	3000.5	0	0	0	1	0	80000.0	0.0	4613.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
352	471	3.4	1988	0	1	0	3000.5	0	0	0	1	1	90000.0	1.0	2752.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$100 to $500 million 
353	473	2.6	1984	0	1	0	750.5	0	0	0	1	0	73500.0	1.0	3078.0	0	0	0	0	0	0	1	1	0	0	1	1	0	College / University	Colleges & Universities	Education	Unknown / Non-Appli
354	476	3.8	1984	0	1	0	750.5	1	0	0	1	1	91000.0	1.0	2915.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	Advertising & Marketing	Business Services	Unknown / Non-Appli
355	479	3.6	1851	0	1	0	7500.5	1	0	1	1	1	129500.0	1.0	4624.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
356	482	4.0	1849	0	1	0	10000.0	0	0	1	1	0	167500.0	1.0	4914.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
357	483	3.8	1870	1	1	0	3000.5	0	0	1	1	0	60000.0	1.0	4103.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Banks & Credit Unions	Finance	$1 to $2 billion 
358	485	3.9	2009	0	1	0	125.5	1	0	0	1	1	180000.0	1.0	3199.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Financial Analytics & Research	Finance	$50 to $100 million 
359	486	3.8	2002	1	1	0	3000.5	0	0	0	1	1	65000.0	1.0	2501.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Travel Agencies	Travel & Tourism	$2 to $5 billion 
360	487	4.3	1990	1	1	0	7500.5	1	0	1	0	0	112500.0	0.0	4577.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Computer Hardware & Software	Information Technology	$1 to $2 billion 
361	488	1.9	2010	1	1	0	350.5	1	0	0	1	1	87500.0	1.0	4537.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Department, Clothing, & Shoe Stores	Retail	$100 to $500 million 
362	489	3.3	1912	1	1	0	10000.0	1	0	0	1	1	51500.0	0.0	4323.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
363	490	4.7	1972	0	1	0	125.5	0	0	0	1	0	51000.0	1.0	4223.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Architectural & Engineering Services	Business Services	$10 to $25 million 
364	491	3.1	1856	0	1	0	10000.0	1	0	0	1	1	62500.0	0.0	3325.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Banks & Credit Unions	Finance	$10+ billion 
365	492	3.4	1981	0	1	1	750.5	0	0	0	0	1	100000.0	0.0	3889.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
366	493	4.4	2004	0	1	0	125.5	1	0	1	0	0	85000.0	0.0	2869.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	Unknown / Non-Appli
367	494	3.9	2012	0	1	0	350.5	1	0	1	0	0	122000.0	1.0	5647.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
368	495	3.9	1995	0	1	0	750.5	1	0	0	0	1	66500.0	0.0	4759.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	$100 to $500 million 
369	496	4.7	2002	0	1	0	3000.5	0	0	0	1	1	70500.0	1.0	2708.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Lending	Finance	Unknown / Non-Appli
370	497	4.7	2010	0	1	0	125.5	1	0	0	0	1	138500.0	1.0	4854.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Security Services	Business Services	$10 to $25 million 
371	498	3.4	1943	1	1	0	3000.5	0	0	0	1	1	107500.0	0.0	8761.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Consulting	Business Services	$100 to $500 million 
372	499	3.8	2008	0	1	0	750.5	0	0	0	0	0	120500.0	1.0	2683.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$50 to $100 million 
373	500	2.7	1961	0	1	0	350.5	0	0	0	0	0	81000.0	1.0	4740.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million 
374	501	3.1	1875	0	1	0	7500.5	0	0	0	0	0	103500.0	0.0	5169.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
375	502	3.4	2005	1	1	0	3000.5	0	0	0	0	1	107500.0	1.0	4288.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Transportation Management	Transportation & Logistics	$2 to $5 billion 
376	505	4.0	2007	1	1	0	3000.5	1	0	1	1	0	162000.0	1.0	3978.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Internet	Information Technology	Unknown / Non-Appli
377	506	3.5	1969	1	1	0	3000.5	1	0	0	1	0	68500.0	1.0	3413.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Computer Hardware & Software	Information Technology	$1 to $2 billion 
378	507	3.4	1978	1	1	0	10000.0	0	0	0	1	1	110500.0	0.0	1735.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Insurance Carriers	Insurance	$5 to $10 billion 
379	508	3.7	1925	1	1	0	10000.0	0	0	0	0	0	81000.0	1.0	2739.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Industrial Manufacturing	Manufacturing	$10+ billion 
380	509	4.3	1993	1	1	1	3000.5	1	0	0	1	1	130000.0	1.0	9120.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Real Estate	Real Estate	$2 to $5 billion 
381	512	3.8	1965	1	1	0	3000.5	0	0	0	0	0	80500.0	1.0	5188.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Government	Energy	Oil, Gas, Energy & Utilities	$500 million to $1 billion 
382	516	4.6	1992	0	1	0	750.5	0	0	0	1	1	43000.0	1.0	4328.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Lending	Finance	$100 to $500 million 
383	517	4.4	2003	0	1	0	350.5	0	0	0	1	0	140000.0	1.0	5449.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
384	519	3.0	1983	1	1	0	7500.5	0	0	0	1	1	66500.0	1.0	3766.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Insurance Carriers	Insurance	$5 to $10 billion 
385	520	4.7	2006	0	1	0	125.5	1	0	1	0	0	94500.0	1.0	1504.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Staffing & Outsourcing	Business Services	$1 to $5 million 
386	521	3.8	1965	1	1	0	3000.5	0	0	0	0	0	119000.0	1.0	5186.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Government	Energy	Oil, Gas, Energy & Utilities	$500 million to $1 billion 
387	522	3.2	1996	1	0	0	10000.0	0	0	0	0	0	52000.0	0.0	1844.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$10+ billion 
388	523	2.7	2000	0	0	0	7500.5	0	0	0	1	0	28080.0	0.0	4299.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Financial Transaction Processing	Finance	$2 to $5 billion 
389	524	3.3	1912	1	1	0	10000.0	1	0	0	0	0	194500.0	0.0	3935.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
